"glytoucan_ac","glytoucan_type","glycan_mass","glycan_permass","base_composition","composition","topology","monosaccharides","is_motif"
"G35035EJ","BaseComposition","2648.99311801","3279.69737116","G35035EJ","","","15","False"
"G35036QD","Saccharide","2587.915202","3218.61945515","G34447YB","G60942FK","G38422IY","13","False"
"G35037PU","Topology","1119.32718813","1371.6088894","G98708FS","G92235FM","G35037PU","5","False"
"G35039IM","Saccharide","756.2106421","938.41409301","","G58029QK","G38880ZX","3","False"
"G35040PZ","Topology","1202.44359815","1496.77224962","G21726WW","G34407JR","G35040PZ","7","False"
"G35045UK","Saccharide","1152.3803292","1474.74028081","G55913GS","G01190ZZ","G22830WV","7","False"
"G35048SX","Topology","1186.44868352","1466.76168492","G67531TM","G16479OO","G35048SX","7","False"
"G35048ZM","Saccharide","1042.37003921","1308.66739054","G72731KV","G23143NO","","6","False"
"G35053YZ","Saccharide","2206.75036841","2781.39202128","G58087IP","G57566HS","G32453SC","13","False"
"G35061TJ","Saccharide","2077.74549812","2582.30890064","G70382FA","G40436IV","G32340DX","11","False"
"G35061TT","Saccharide","504.1690352","658.34118597","G39365VM","G72116MB","G47720CJ","3","False"
"G35061ZY","Saccharide","1517.51252531","1923.96637734","G82985VK","G59998BM","G47740OM","9","False"
"G35066IA","Topology","2078.76589923","2569.31365168","G87051GH","G72191MQ","G35066IA","12","False"
"G35068DX","Saccharide","2299.85583653","2860.48183934","","G65071ON","G23243OZ","13","False"
"G35096EN","Saccharide","1884.69809433","2333.19889657","G81098PF","G11853YG","G97947KM","10","False"
"G35096UG","Composition","555.020004475","639.113904895","G44435OT","G35096UG","","2","False"
"G35100RJ","Topology","1039.37037354","1305.66772487","G49139YY","G71918XM","G35100RJ","5","False"
"G35102YA","Saccharide","666.2218587","862.44095968","G90306QO","G31690TW","G67243SS","4","False"
"G35104YY","Saccharide","555.020004475","639.113904895","G44435OT","G64479QL","G56078TF","2","False"
"G35106NY","Composition","531.216319745","685.388470515","","G35106NY","","3","False"
"G35106OM","Saccharide","732.28004228","914.48349319","G94583DZ","G61985YC","G89928FY","4","False"
"G35107SO","Composition","3520.26371785","4347.18707197","G56974XT","G35107SO","","18","False"
"G35110VT","Saccharide","894.33286578","1118.5832669","G93579XB","G99932KY","G93924RQ","5","False"
"G35111CK","Saccharide","2571.92028737","3188.60889045","G29851JI","G16844XE","","13","False"
"G35112PD","Topology","2368.80319191","2985.49179499","G59324HL","G78417ZB","G35112PD","14","False"
"G35112WZ","Topology","2604.93051773","3235.63477088","G15622GU","G73360PF","G35112WZ","14","False"
"G35116BF","Saccharide","545.195584305","699.367735075","G52963ZW","G22331NZ","G24735SG","3","False"
"G35118CS","Topology","3722.32268935","4605.30864376","G63850ZW","G39306TC","G35118CS","18","False"
"G35118MS","Topology","2118.77204723","2623.33544975","G26469QK","G51359PF","G35118MS","11","False"
"G35120AS","Saccharide","2118.77204723","2623.33544975","G26469QK","G09782NR","G87823PQ","11","False"
"G35124IV","Topology","1119.32718813","1371.6088894","G98708FS","G92235FM","G35124IV","5","False"
"G35127VU","Saccharide","1040.39077465","1292.67247591","G51210WZ","G72933YZ","G05367PQ","6","False"
"G35129UR","Saccharide","894.33286578","1118.5832669","G93579XB","G99932KY","G74714MV","5","False"
"G35131NN","Topology","910.32778041","1148.5938316","G28681TP","G68986OJ","G35131NN","5","False"
"G35134GE","Saccharide","666.2218587","862.44095968","G90306QO","G31690TW","G67243SS","4","False"
"G35139NO","Saccharide","2591.97165428","3208.66025735","","G65114FX","G32484LQ","15","False"
"G35145LR","Composition","3244.14281473","4029.01921866","G59927DK","G35145LR","","16","False"
"G35150SV","Saccharide","2151.78227759","2670.36133019","G44211QA","G15715XI","G69901TB","12","False"
"G35162CZ","Saccharide","1316.48652562","1638.84647723","G96743ZH","G15843XU","G13375XC","7","False"
"G35166VH","Topology","2011.64440384","2474.16085616","G64357FQ","G61261ID","G35166VH","10","False"
"G35170ES","Saccharide","179.079372605","263.173273025","G99055MR","G23662YX","G16633GB","1","False"
"G35174SC","Saccharide","1786.65008149","2221.13523366","G83555HU","G01924ZE","G27658AJ","10","False"
"G35178XK","Saccharide","342.1162117","454.24141226","G90627TW","G90960QG","G53230PK","2","False"
"G35180NY","Topology","2772.90337635","3403.6076295","G32031XK","G69844VT","G35180NY","15","False"
"G35180RQ","Saccharide","395.106375295","507.231575855","G76650GT","G62095CF","G05364OA","2","False"
"G35186RY","Saccharide","990.3275057","1270.6405071","G32030CB","G59062KT","G25715LK","6","False"
"G35199BM","Saccharide","1558.49616371","1922.90306553","","G83482GN","G00257UQ","7","False"
"G35200SM","Composition","2077.74549812","2582.30890064","G70382FA","G35200SM","","11","False"
"G35204AF","Saccharide","869.301231305","1107.56728249","G15666IG","G47397QL","G36723FO","5","False"
"G35210SH","Saccharide","1973.73453947","2436.25099178","G19379ID","G94021IF","G81982UP","11","False"
"G35211AB","Saccharide","2735.98876094","3394.72431423","G75568BH","G55033UT","G16650MF","15","False"
"G35218BT","Topology","1193.4068783","1515.76682992","G05645NK","G53697BI","G35218BT","7","False"
"G35218UM","Composition","2264.8299561","2797.42465876","G63205FU","G35218UM","","12","False"
"G35219UR","Composition","956.29687423","1236.60987563","G28882EF","G35219UR","","4","False"
"G35223JF","Topology","1405.52297075","1741.89857243","G28997IA","","G35223JF","8","False"
"G35225TT","Topology","3012.10966405","3712.89216755","G98385AL","G07717DI","G35225TT","17","False"
"G35226HQ","Saccharide","3390.2007236","4203.10842766","G35280FV","G65937TS","G72750GQ","17","False"
"G35228ZS","Saccharide","1418.48183421","1782.88873603","G67918LW","G84591CM","G99506XN","6","False"
"G35231LE","Saccharide","1558.53907441","1964.99292644","G31852PQ","G45552IY","G82308RC","9","False"
"G35232AG","Topology","164.06847357","220.13107385","G02438LG","G57120PR","G35232AG","1","False"
"G35233YK","Topology","3771.32783434","4682.34508889","G79074BF","G32611PG","G35233YK","19","False"
"G35234CM","Saccharide","1243.47014726","1537.79879873","G61099GA","G18584GV","G84662EV","7","False"
"G35235RT","Composition","2020.72403439","2511.27178684","G97357RI","G35235RT","","11","False"
"G35236NV","BaseComposition","1086.35986847","1366.67286987","G35236NV","","","6","False"
"G35238PC","BaseComposition","1642.60782269","2063.07732479","G35238PC","","","9","False"
"G35238UK","Saccharide","877.317550045","1101.56795117","G85811SG","G29176XQ","G60441MD","4","False"
"G35239BL","Saccharide","545.195584305","699.367735075","G52963ZW","G22331NZ","G15825TO","3","False"
"G35242IF","Saccharide","2368.84091476","2943.48256763","G42039FI","G83385WA","G69616RY","12","False"
"G35247EJ","Saccharide","1884.69809433","2333.19889657","G81098PF","G11853YG","G33054UG","10","False"
"G35253PZ","Composition","1956.71922373","2419.23567604","G40968WZ","G35253PZ","","10","False"
"G35257SQ","Saccharide","1072.38060391","1352.69360531","G92050GC","G86052EW","G58858DY","6","False"
"G35257UG","Saccharide","2368.84091476","2943.48256763","G42039FI","G83385WA","G69616RY","12","False"
"G35276AZ","Topology","1072.38060391","1352.69360531","G92050GC","","G35276AZ","6","False"
"G35277LL","Saccharide","776.23348603","972.45258701","G33623LN","G67281OF","G78586GS","4","False"
"G35278DR","Composition","422.07302629","520.18257678","G59365RI","G35278DR","","2","False"
"G35279VV","Composition","2500.91955907","3089.57686201","G05049IC","G35279VV","","14","False"
"G35280FV","BaseComposition","3390.2007236","4203.10842766","G35280FV","","","17","False"
"G35281IE","Topology","1316.48652562","1638.84647723","G96743ZH","G15843XU","G35281IE","7","False"
"G35283JZ","Saccharide","2296.81978536","2857.44578816","G52478RN","G52223PR","G62247MR","12","False"
"G35291GU","Saccharide","1745.62353238","2180.10868456","G03574QJ","G82230HL","G28492PA","10","False"
"G35294LF","Composition","2749.9680255","3422.71922885","G96461OX","G35294LF","","14","False"
"G35294NE","Topology","2167.77719222","2700.37189489","G14368ET","G79301FF","G35294NE","12","False"
"G35301YI","Saccharide","1099.42788845","1379.74088985","","G81910FI","G53846NL","6","False"
"G35303SC","Topology","1868.7031797","2303.18833187","G55382TU","G76945EC","G35303SC","10","False"
"G35305EF","Composition","2337.84633446","2898.47233727","G30583FG","G35305EF","","12","False"
"G35310KA","Saccharide","2030.7560032","2507.28810558","G56610MH","G59100OC","","11","False"
"G35312VR","Saccharide","1772.67081693","2207.1559691","","G03063FW","G56796RC","10","False"
"G35315YQ","Saccharide","545.195584305","699.367735075","G52963ZW","G75641SG","G36808OX","3","False"
"G35319EY","Composition","592.966254365","677.060154785","G98316ZJ","G35319EY","","2","False"
"G35319OJ","Topology","2208.80374133","2741.39844399","G61433XJ","G80518RB","G35319OJ","12","False"
"G35324JT","BaseComposition","1171.44901785","1465.77766933","G35324JT","","","6","False"
"G35324SL","Saccharide","3466.25315315","4293.17650727","G15127JD","G97743NA","G65284HT","19","False"
"G35326EH","Topology","1080.39692265","1346.69427398","G42613QM","G16532JG","G35326EH","5","False"
"G35338HV","Saccharide","951.354329515","1189.6203807","G73004SD","G31126EW","G60057HO","5","False"
"G35338LS","Topology","2030.7560032","2507.28810558","G56610MH","G59100OC","G35338LS","11","False"
"G35338PW","Saccharide","180.0633882","250.14163855","G81399MY","G64665BQ","G05946XD","1","False"
"G35340QK","Topology","1948.70290499","2425.23500737","G09197ZW","G85292ZL","G35340QK","11","False"
"G35343OD","Saccharide","1177.36905297","1429.65075423","G97828ZX","G35891PL","G86738PW","6","False"
"G35346LB","Saccharide","1234.43342741","1556.79337902","G02815KT","G89929IA","G52344RO","7","False"
"G35350DS","Saccharide","1015.35914017","1281.65649151","G25928EE","G88353XM","G72173RI","6","False"
"G35362TE","Saccharide","836.29100094","1060.54140206","G63053UD","G72763JE","G56236CP","4","False"
"G35363NM","Saccharide","666.2218587","862.44095968","G90306QO","G65968NT","G93472KA","4","False"
"G35364KM","Saccharide","1259.46506188","1567.80936342","G80475RE","G09140IH","G95184RD","7","False"
"G35365SB","","416.15299117","","","","","3","False"
"G35370OW","Saccharide","1599.56562351","2006.01947554","G42362XD","G55719HL","G95951LZ","9","False"
"G35379OM","Topology","2458.87260886","3061.54556187","G53660UR","G94152QI","G35379OM","13","False"
"G35382VN","Saccharide","2370.85656483","2945.4982177","G88633YS","G57860PF","G89535FF","13","False"
"G35389ZR","Saccharide","504.1690352","658.34118597","G39365VM","G72116MB","G62082AD","3","False"
"G35390NP","Topology","2879.01061863","3579.79312213","G98715EM","G83037OI","G35390NP","14","False"
"G35398DS","Composition","1492.51861368","1870.94116557","G05194RK","G35398DS","","7","False"
"G35398OT","Saccharide","2192.8088267","2711.38787929","G69364JQ","G02253SS","G77597DC","12","False"
"G35402TO","Saccharide","2882.0466698","3568.81352324","G55216FT","G81452FP","G04794OZ","16","False"
"G35406BC","Topology","853.306316675","1077.5567178","G54630CD","G82935CH","G35406BC","5","False"
"G35407XS","Topology","2951.03174803","3665.8299016","G71771ZU","G03393XG","G35407XS","14","False"
"G35409ET","Topology","1704.56358892","2111.01744095","G27342PV","","G35409ET","9","False"
"G35409SK","Saccharide","1040.39077465","1292.67247591","G51210WZ","G72933YZ","G41168HB","6","False"
"G35415UM","BaseComposition","1777.57045095","2198.03995304","G35415UM","","","8","False"
"G35416FS","Topology","1956.71922373","2419.23567604","G40968WZ","G62792OG","G35416FS","10","False"
"G35419IZ","Saccharide","1316.48652562","1638.84647723","G96743ZH","G81621VO","G54228HN","7","False"
"G35421FT","Topology","2881.0262687","3595.82442227","","G78221KA","G35421FT","14","False"
"G35429JB","Saccharide","1519.56589823","1883.97280004","G69222XZ","G21528FH","G57462DO","8","False"
"G35432EX","Saccharide","1608.60234336","1987.02489525","G61855PQ","G81209PB","G03061QZ","9","False"
"G35432MX","Topology","1006.36014318","1258.64184444","G97228ZY","G32547FO","G35432MX","4","False"
"G35434NY","Topology","1925.72464343","2374.22544568","G73430PD","","G35434NY","10","False"
"G35435HL","Saccharide","718.26439221","900.46784312","G54968WM","G12379UK","G37610SF","4","False"
"G35435LE","Topology","1665.6238071","2058.06200906","G88725PI","G04281QP","G35435LE","9","False"
"G35435XW","Saccharide","1827.6766306","2262.16178277","G68318VE","G80294ZS","G47133WV","10","False"
"G35437KG","Saccharide","1201.42319704","1509.76749859","G75998XY","G79277QK","G01877XT","6","False"
"G35438GZ","Saccharide","3722.32268935","4605.30864376","G63850ZW","G39306TC","G18870PA","18","False"
"G35438RA","Topology","588.23778348","756.42558432","","G98556BK","G35438RA","3","False"
"G35440SA","Saccharide","1185.42828241","1479.75693389","G97887RK","G61504NV","G32596NE","6","False"
"G35442CG","Saccharide","1560.55472448","1981.02422658","","G91614MN","G55067VV","9","False"
"G35444ZD","Composition","3697.29105487","4594.29265935","G76668FN","G35444ZD","","18","False"
"G35446HX","Saccharide","367.147846175","465.257396665","G00194GV","G34329HY","G39631KX","2","False"
"G35447RX","Composition","545.195584305","699.367735075","G52963ZW","G35447RX","","3","False"
"G35448LP","Saccharide","998.34382444","1264.64117577","G14090IF","G08718YM","G78620TU","5","False"
"G35452CG","Saccharide","2296.81978536","2857.44578816","G52478RN","G52223PR","G05497LS","12","False"
"G35452GG","Saccharide","2426.8827796","3001.52443247","G80713LY","G09305UU","G29534JU","13","False"
"G35455OM","Saccharide","2192.8088267","2711.38787929","G69364JQ","G95640AM","G46078NV","12","False"
"G35455VF","Saccharide","2880.03101973","3566.79787317","G43134TX","G71208PT","G61798RF","15","False"
"G35459KZ","Saccharide","1259.46506188","1567.80936342","G80475RE","G09140IH","G40932HD","7","False"
"G35461GE","Saccharide","910.32778041","1148.5938316","G28681TP","G71678CK","G03833LE","5","False"
"G35465JY","Topology","2425.8623785","3014.51968144","G92821OG","G73510JF","G35465JY","12","False"
"G35474RA","Topology","1040.39077465","1292.67247591","G51210WZ","","G35474RA","6","False"
"G35479XP","Saccharide","1519.56589823","1883.97280004","G69222XZ","G96281OZ","G88489PQ","8","False"
"G35482NV","Saccharide","2080.7815493","2585.34495182","","G96730JA","G30859PE","12","False"
"G35484EX","Saccharide","2516.9144737","3119.58742671","G49739MP","G83783DS","G80536KU","14","False"
"G35486FC","Saccharide","1202.44359815","1496.77224962","G21726WW","G34407JR","G39428SE","7","False"
"G35487QF","Topology","2808.00989034","3480.76109369","G13861EC","G95054EI","G35487QF","15","False"
"G35491XU","Saccharide","2153.79792767","2686.39263033","","G55017JL","G27986YM","12","False"
"G35494EG","BaseComposition","2546.88865289","3177.59290604","G35494EG","","","13","False"
"G35498PK","Topology","2110.75572849","2629.33478108","G62595EF","","G35498PK","12","False"
"G35498QW","Composition","633.211628335","815.415079245","G62055US","G35498QW","","3","False"
"G35503EE","Saccharide","1566.55539315","1958.99359511","G12456LJ","G11339YA","G67764QM","8","False"
"G35503GE","Topology","998.34382444","1264.64117577","G14090IF","G08718YM","G35503GE","5","False"
"G35520YO","Topology","2020.72403439","2511.27178684","G97357RI","G13891WJ","G35520YO","11","False"
"G35520YV","BaseComposition","1907.63344519","2328.10294729","G35520YV","","","10","False"
"G35522XB","Composition","555.020004475","639.113904895","G44435OT","G35522XB","","2","False"
"G35523WT","Saccharide","2516.9144737","3119.58742671","G49739MP","G83783DS","G01535VC","14","False"
"G35527FH","Topology","732.28004228","914.48349319","G94583DZ","","G35527FH","4","False"
"G35527OZ","Composition","3231.18395128","3988.02905506","G15881BW","G35527OZ","","18","False"
"G35528EA","Saccharide","1261.48071195","1583.84066356","","G22655LJ","G78713VS","7","False"
"G35528XC","Saccharide","894.33286578","1118.5832669","G93579XB","G12641NB","G19483CU","5","False"
"G35533HS","Composition","953.369979585","1205.65168084","","G35533HS","","5","False"
"G35534DU","Saccharide","675.258578545","843.446379385","G90353UY","G17991UN","G39442TM","4","False"
"G35541EV","Composition","2809.03029144","3467.76584473","G42789YX","G35541EV","","16","False"
"G35543OF","Composition","2322.87182094","2855.4665236","G75397RL","G35543OF","","13","False"
"G35551AS","Saccharide","1122.36323931","1374.64494057","","G88144YI","G67019HT","6","False"
